extra_flag;license;name;required_packages;summary;version
True;Apache License 2.0;aws-sam-translator;docopt;AWS SAM Translator is a library that transform SAM templates into AWS CloudFormation templates;1.42.0
False;Apache License 2.0;aws-sam-translator;pyrsistent;AWS SAM Translator is a library that transform SAM templates into AWS CloudFormation templates;1.42.0
False;Apache License 2.0;aws-sam-translator;boto3;AWS SAM Translator is a library that transform SAM templates into AWS CloudFormation templates;1.42.0
True;Apache License 2.0;aws-sam-translator;pytest;AWS SAM Translator is a library that transform SAM templates into AWS CloudFormation templates;1.42.0
True;Apache License 2.0;aws-sam-translator;mock;AWS SAM Translator is a library that transform SAM templates into AWS CloudFormation templates;1.42.0
False;Apache License 2.0;aws-sam-translator;enum34;AWS SAM Translator is a library that transform SAM templates into AWS CloudFormation templates;1.42.0
True;Apache License 2.0;aws-sam-translator;black;AWS SAM Translator is a library that transform SAM templates into AWS CloudFormation templates;1.42.0
False;BSD;scipy;numpy;SciPy: Scientific Library for Python;1.7.3
False;MIT;pydot;pyparsing;Python interface to Graphviz's Dot;1.4.2
False;BSD;numpydoc;sphinx;Sphinx extension to support docstrings in Numpy format;1.1.0
True;BSD;numpydoc;matplotlib;Sphinx extension to support docstrings in Numpy format;1.1.0
False;BSD;numpydoc;Jinja2;Sphinx extension to support docstrings in Numpy format;1.1.0
True;BSD;numpydoc;pytest;Sphinx extension to support docstrings in Numpy format;1.1.0
True;BSD;numpydoc;pytest-cov;Sphinx extension to support docstrings in Numpy format;1.1.0
False;BSD license;texext;fake_package;Sphinx extensions for working with LaTeX math;0.6.6
False;BSD license;nb2plots;fake_package;Converting between ipython notebooks and sphinx docs;0.6
False;BSD;pygraphviz;fake_package;Python interface to Graphviz;1.7
True;unknown license;networkx;matplotlib;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;sphinx;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;numpy;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;scipy;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;pydot;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;lxml;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;sphinx-gallery;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;numpydoc;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;texext;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;nb2plots;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;pytest-cov;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;pre-commit;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;pygraphviz;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;pillow;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;pytest;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;pydata-sphinx-theme;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;codecov;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;pandas;Python package for creating and manipulating graphs and networks;2.6.3
True;unknown license;networkx;black;Python package for creating and manipulating graphs and networks;2.6.3
False;MIT;junit-xml;six;Creates JUnit XML test result documents that can be read by tools such as Jenkins;1.9
False;MIT;sarif-om;attrs;Classes implementing the SARIF 2.1.0 object model.;1.0.4
False;MIT;sarif-om;pbr;Classes implementing the SARIF 2.1.0 object model.;1.0.4
False;MIT no attribution;cfn-lint;pathlib2;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;jsonpatch;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;pyrsistent;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;jschema-to-python;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;aws-sam-translator;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;importlib-resources;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;six;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;pyyaml;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;networkx;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;jsonschema;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;junit-xml;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
False;MIT no attribution;cfn-lint;sarif-om;Checks CloudFormation templates for practices and behaviour that could potentially be improved;0.56.3
True;Apache;moto;sshpubkeys;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;python-dateutil;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;idna;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;dataclasses;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;botocore;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;aws-xray-sdk;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;responses;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;flask-cors;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;MarkupSafe;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;Jinja2;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;importlib-metadata;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;pytz;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;jsondiff;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;ecdsa;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;setuptools;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;werkzeug;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;flask;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;python-jose;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;PyYAML;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;requests;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;xmltodict;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;boto3;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;docker;A library that allows your python tests to easily mock out the boto library;2.2.19
True;Apache;moto;cfn-lint;A library that allows your python tests to easily mock out the boto library;2.2.19
False;Apache;moto;cryptography;A library that allows your python tests to easily mock out the boto library;2.2.19
True;BSD;nbclient;sphinx-book-theme;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
False;BSD;nbclient;jupyter-client;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;check-manifest;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;moto;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;ipywidgets;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;coverage;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;setuptools;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;pytest-cov;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
False;BSD;nbclient;traitlets;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;xmltodict;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
False;BSD;nbclient;nest-asyncio;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;flake8;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
False;BSD;nbclient;async-generator;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;tox;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;Sphinx;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;ipython;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;myst-parser;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;ipykernel;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;wheel;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
False;BSD;nbclient;nbformat;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;mypy;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;pytest;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;pip;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;mock;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;twine;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;codecov;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
True;BSD;nbclient;black;A client library for executing notebooks. Formerly nbconvert's ExecutePreprocessor.;0.5.9
False;MIT;click-completion;fake_package;Fish, Bash, Zsh and PowerShell completion for Click;0.5.2
False;MIT;click-log;fake_package;Logging integration for Click;0.3.2
True;MIT;jupyter-cache;matplotlib;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;click;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;sphinx-copybutton;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;nbformat;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;numpy;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;pytest-regressions;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;coverage;A defined interface for working with a cache of jupyter notebooks.;0.4.3
False;MIT;jupyter-cache;attrs;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;sympy;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;pytest-cov;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;pre-commit;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;pyyaml;A defined interface for working with a cache of jupyter notebooks.;0.4.3
False;MIT;jupyter-cache;sqlalchemy;A defined interface for working with a cache of jupyter notebooks.;0.4.3
False;MIT;jupyter-cache;nbdime;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;myst-nb;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;flake8;A defined interface for working with a cache of jupyter notebooks.;0.4.3
False;MIT;jupyter-cache;nbclient;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;ipykernel;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;click-completion;A defined interface for working with a cache of jupyter notebooks.;0.4.3
False;MIT;jupyter-cache;nbformat;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;pytest;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;click-log;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;pydata-sphinx-theme;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;pandas;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;black;A defined interface for working with a cache of jupyter notebooks.;0.4.3
True;MIT;jupyter-cache;tabulate;A defined interface for working with a cache of jupyter notebooks.;0.4.3
False;Apachev2 or later or GPLv2;dulwich;fake_package;Python Git Library;0.20.26
